league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ESP-La Liga,2324,Cádiz,Darwin Machís,VEN,MF,30.0,785,8.7,,,,,,,79.09035398249034,54.31488801054019,44.46640316205533,17.557343870212677,34.21442687747035,85.72134387351778,40.247035573122524,48.86363636363637,,No role assigned,crossing_width_index,85.72134387351778,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,David Gil,ESP,GK,29.0,372,4.1,,,,,,,50.364145658263304,42.65483971366325,40.816326530612244,44.58456014433244,27.030812324929972,50.10504201680673,31.036414565826327,48.4593837535014,,No role assigned,finishing_index_role,50.364145658263304,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Diadie Samassékou,MLI,MF,27.0,92,1.0,,,,,,,42.07860619492015,17.605401844532278,18.13946922642575,68.89757148322677,17.39130434782609,24.073616600790512,14.42687747035573,73.56719367588933,,No role assigned,discipline_risk_index,73.56719367588933,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Fali,ESP,DF,29.0,2547,28.3,Aggressive Defender,Aerial Defender,16.2,83.8,64.5,48.3,34.64721426159272,34.84155635780184,69.19030428055699,50.03274841376807,67.35860409145607,51.29963898916968,82.58483754512635,30.451263537906136,67.2692967464838,High,availability_index_role,82.58483754512635,Rol explicado principalmente por: Availability P83 · Ball Progression P69 · Passing Security P50
ESP-La Liga,2324,Cádiz,Fede San Emeterio,ESP,MF,26.0,152,1.7,,,,,,,77.07198518896783,28.409090909090907,15.019762845849803,51.18981430748533,17.399538866930172,35.33843873517786,20.049407114624508,40.884387351778656,,No role assigned,finishing_index_role,77.07198518896783,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Gonzalo Escalante,ARG,MF,30.0,1697,18.9,Ball Winner,Ball Winner,0.4,99.6,45.1,44.6,57.178481208789144,57.740447957839265,48.962450592885375,33.80916787363508,55.22068511198947,32.71986166007905,61.29446640316205,35.32608695652174,48.02202828989417,High,availability_index_role,61.29446640316205,Rol explicado principalmente por: Availability P61 · Ball Progression P49 · Passing Security P34
ESP-La Liga,2324,Cádiz,Isaac Carcelen,ESP,DF,30.0,2611,29.0,Aggressive Defender,Aerial Defender,19.3,80.7,39.6,20.3,32.46127058088942,58.40754111512235,72.34141309953584,36.7190631329807,69.85559566787003,78.88086642599278,86.58483754512636,62.3826714801444,65.21510459254763,High,availability_index_role,86.58483754512636,Rol explicado principalmente por: Availability P87 · Ball Progression P72 · Passing Security P37
ESP-La Liga,2324,Cádiz,Iván Alejo,ESP,MF,28.0,1692,18.8,Attacking Progressor,Ball Winner,14.3,85.7,51.6,37.3,27.17481843143476,76.83355292050945,59.83907396950875,15.958355891840872,42.50658761528327,79.199604743083,65.800395256917,28.6808300395257,59.72640483510049,High,crossing_width_index,79.199604743083,Rol explicado principalmente por: Chance Creation P77 · Ball Progression P60 · Passing Volume P43
ESP-La Liga,2324,Cádiz,Javi Hernández,ESP,DF,25.0,2514,27.9,Aggressive Defender,Aerial Defender,16.5,83.5,41.2,24.7,50.31306147272214,88.00240673886884,82.03197524497163,37.24149934343168,76.2214199759326,97.75270758122743,80.98194945848375,32.72563176895307,66.75180801562902,High,crossing_width_index,97.75270758122743,Rol explicado principalmente por: Ball Progression P82 · Availability P81 · Passing Security P37
ESP-La Liga,2324,Cádiz,Jeremías Ledesma,ARG,GK,30.0,3048,33.9,,,,,,,50.364145658263304,71.61531279178338,59.86394557823128,52.30091552039686,82.70308123249299,50.10504201680673,80.50420168067228,65.26610644257703,,No role assigned,passing_volume_index,82.70308123249299,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Jorge Meré,ESP,DF,26.0,673,7.5,,,,,,,33.93058666927581,26.903329322101886,21.676121712222795,24.396207884822662,22.587244283995187,36.05595667870036,27.747292418772567,75.68592057761734,,No role assigned,discipline_risk_index,75.68592057761734,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Joseba Zaldúa,ESP,DF,31.0,704,7.8,,,,,,,27.314281323264407,60.549538708383466,38.05569881382156,21.634800738201694,22.593261131167267,57.9332129963899,29.891696750902533,57.20216606498195,,No role assigned,chance_creation_index,60.549538708383466,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,José Mari,ESP,"MF,FW",35.0,14,0.2,,,,,,,28.073593073593077,18.434343434343432,6.508967223252938,51.66690086165741,7.016594516594517,15.476190476190474,3.1168831168831166,58.98268398268398,,No role assigned,discipline_risk_index,58.98268398268398,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Juanmi,ESP,FW,30.0,873,9.7,,,,,,,69.52610974597981,54.32195975503062,42.08098987626546,66.0326496994502,49.17322834645669,46.04330708661417,45.118110236220474,45.03937007874016,,No role assigned,finishing_index_role,69.52610974597981,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Karl Etta Eyong,CMR,FW,19.0,21,0.2,,,,,,,29.118110236220474,14.365704286964132,7.120359955005625,51.25141578893547,4.671916010498688,31.338582677165356,8.708661417322835,69.68503937007874,,No role assigned,discipline_risk_index,69.68503937007874,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Lucas,BRA,DF,22.0,1539,17.1,Aggressive Defender,Aerial Defender,16.9,83.1,33.7,16.8,70.021094005002,73.17288407541116,62.23310985043837,33.593664302206264,50.812274368231044,93.6101083032491,54.92418772563177,42.148014440433215,50.25032062609213,High,crossing_width_index,93.6101083032491,Rol explicado principalmente por: Ball Progression P62 · Availability P55 · Passing Security P34
ESP-La Liga,2324,Cádiz,Luis Hernández,ESP,DF,34.0,723,8.0,,,,,,,89.77829047737936,38.26714801444043,31.108818978855084,23.788849374530997,30.46931407942238,38.411552346570396,28.238267148014437,51.895306859205775,,No role assigned,finishing_index_role,89.77829047737936,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Mamadou Mbaye,SEN,DF,25.0,288,3.2,,,,,,,57.42984368742412,16.109105495387084,10.34038164002063,6.83659203347615,12.06979542719615,31.787003610108304,15.44404332129964,62.3826714801444,,No role assigned,discipline_risk_index,62.3826714801444,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Maxi Gómez,URU,FW,26.0,1163,12.9,Mobile Forward,Creator Forward,6.9,93.1,35.1,28.2,19.336860079715464,41.889763779527556,47.52530933633296,20.726842499184702,49.60629921259842,61.88976377952756,57.98425196850394,51.14173228346457,36.25064439852533,High,crossing_width_index,61.88976377952756,Rol explicado principalmente por: Ball Progression P48 · Chance Creation P42 · Finishing P19
ESP-La Liga,2324,Cádiz,Milutin Osmajić,MNE,MF,24.0,5,0.1,,,,,,,47.40402941827591,25.664251207729468,5.138339920948617,42.02108379741651,3.7878787878787885,24.073616600790512,4.832015810276681,73.56719367588933,,No role assigned,discipline_risk_index,73.56719367588933,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Moussa Diakité,MLI,MF,19.0,1,0.0,,,,,,,34.733201581027664,14.267676767676768,5.138339920948617,0.5434782608695653,1.3916337285902507,24.073616600790512,3.0039525691699605,73.56719367588933,,No role assigned,discipline_risk_index,73.56719367588933,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Roberto Navarro,ESP,"MF,FW",21.0,1888,21.0,Attacking Progressor,Attacking Progressor,1.1,98.9,44.8,43.7,31.343625471459227,66.13756613756613,77.69016697588127,51.125397535399735,75.52308802308802,89.96212121212122,75.47619047619048,46.26623376623377,73.11694037884513,High,crossing_width_index,89.96212121212122,Rol explicado principalmente por: Ball Progression P78 · Passing Volume P76 · Chance Creation P66
ESP-La Liga,2324,Cádiz,Roger Martí,ESP,FW,32.0,1359,15.1,Box Finisher,Creator Forward,4.6,95.4,23.8,19.3,28.21614646208309,64.1732283464567,53.80202474690663,41.21140637756907,62.75590551181102,44.862204724409445,60.58267716535433,45.03937007874016,50.990683991298035,High,chance_creation_index,64.1732283464567,Rol explicado principalmente por: Chance Creation P64 · Availability P61 · Finishing P28
ESP-La Liga,2324,Cádiz,Rominigue Kouamé,MLI,MF,26.0,821,9.1,,,,,,,30.950509002817988,30.182257356170403,41.59373235460192,60.2189848097968,41.08201581027668,35.33843873517786,38.873517786561266,60.0296442687747,,No role assigned,passing_security_index,60.2189848097968,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Rubén Alcaraz,ESP,MF,32.0,3134,34.8,Ball Winner,Attacking Progressor,4.5,95.5,30.9,26.4,44.173218443548166,66.16710584101888,82.22049689440995,62.46042425640906,89.01515151515152,77.07509881422925,98.02371541501975,29.00197628458498,80.90154552194626,High,availability_index_role,98.02371541501975,Rol explicado principalmente por: Availability P98 · Ball Progression P82 · Passing Security P62
ESP-La Liga,2324,Cádiz,Rubén Sobrino,ESP,"MF,FW",31.0,1646,18.3,Ball Winner,Creative Playmaker,4.3,95.7,33.4,29.1,22.044314138142855,50.94997594997594,53.86518243661101,55.314739787641315,59.505772005772,37.98701298701299,74.02597402597402,5.086580086580092,61.06863208340878,High,availability_index_role,74.02597402597402,Rol explicado principalmente por: Availability P74 · Passing Security P55 · Ball Progression P54
ESP-La Liga,2324,Cádiz,Sergi Guardiola,ESP,"FW,MF",32.0,495,5.5,,,,,,,52.48764487019313,44.21841541755889,38.72743958397063,46.65269550054177,45.12847965738758,41.86295503211992,35.203426124197,59.154175588865094,,No role assigned,discipline_risk_index,59.154175588865094,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Cádiz,Víctor Chust,ESP,DF,23.0,1864,20.7,Aggressive Defender,Aerial Defender,8.4,91.6,54.6,46.2,33.25449154125709,46.5222623345367,61.91335740072202,60.3892062359018,67.56317689530687,38.411552346570396,61.53068592057762,28.42960288808664,61.27774985240048,High,passing_volume_index,67.56317689530687,Rol explicado principalmente por: Ball Progression P62 · Availability P62 · Passing Security P60
ESP-La Liga,2324,Cádiz,Álex Fernández,ESP,MF,30.0,1285,14.3,Ball Winner,Attacking Progressor,21.3,78.7,61.5,40.2,26.85705118974179,60.638998682476945,52.24449463579898,56.25643016552713,53.310276679841884,82.53458498023716,52.33201581027667,55.237154150197625,53.6109802038676,High,crossing_width_index,82.53458498023716,Rol explicado principalmente por: Passing Security P56 · Availability P52 · Ball Progression P52
ESP-La Liga,2324,Cádiz,Álvaro Negredo,ESP,"FW,MF",37.0,54,0.6,,,,,,,30.57723127335934,22.019985724482513,4.802691954726216,20.13079567719586,7.4768022840827975,29.14882226980728,7.837259100642399,71.09207708779444,,No role assigned,discipline_risk_index,71.09207708779444,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Getafe,Alberto Risco,ESP,MF,17.0,137,1.5,,,,,,,41.958947838744116,33.26745718050066,23.793054771315642,38.23824591090538,14.871541501976283,27.396245059288535,17.638339920948617,73.56719367588933,,No role assigned,discipline_risk_index,73.56719367588933,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Getafe,Anthony Lozano,HON,"MF,FW",30.0,92,1.0,,,,,,,34.331033549783555,26.23857623857624,7.1273964131106995,22.307224406805815,4.473304473304474,21.94264069264069,9.199134199134198,58.98268398268398,,No role assigned,discipline_risk_index,58.98268398268398,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Getafe,Borja Mayoral,ESP,FW,26.0,2153,23.9,Box Finisher,Creator Forward,17.9,82.1,62.6,44.7,87.37689083377877,62.30971128608923,79.70753655793025,76.87906413254449,82.55905511811024,62.51968503937008,77.07086614173228,51.14173228346457,75.58582275386676,High,finishing_index_role,87.37689083377877,Rol explicado principalmente por: Finishing P87 · Availability P77 · Chance Creation P62
ESP-La Liga,2324,Getafe,Carles Aleñá,ESP,MF,25.0,1020,11.3,Attacking Progressor,Creative Playmaker,10.0,90.0,34.5,24.5,62.68642722655617,63.356389986824766,42.58893280632412,37.7317670566397,40.45619235836627,76.19812252964428,48.073122529644266,41.32905138339922,48.80050505050505,High,crossing_width_index,76.19812252964428,Rol explicado principalmente por: Chance Creation P63 · Ball Progression P43 · Passing Volume P40
ESP-La Liga,2324,Getafe,Carmona,ESP,"DF,MF",21.0,1313,14.6,Ball Winner,Creative Playmaker,3.2,96.8,23.4,20.2,71.14799837217161,69.0631808278867,62.511671335200745,44.780836543594624,56.91721132897603,54.65686274509803,68.95424836601306,30.718954248366014,58.74891874826947,High,finishing_index_role,71.14799837217161,Rol explicado principalmente por: Availability P69 · Ball Progression P63 · Passing Security P45
ESP-La Liga,2324,Getafe,Damián Suárez,URU,DF,35.0,1299,14.4,Aggressive Defender,Aerial Defender,12.4,87.6,32.3,20.0,36.43991998118019,80.81026875250701,62.96028880866426,23.593727839071317,43.10469314079422,88.70036101083033,43.58844765342961,14.404332129963898,43.380821433721735,High,crossing_width_index,88.70036101083033,Rol explicado principalmente por: Ball Progression P63 · Availability P44 · Passing Security P24
ESP-La Liga,2324,Getafe,Daniel Fuzato,BRA,GK,26.0,7,0.1,,,,,,,50.364145658263304,42.65483971366325,33.63345338135254,29.42612942612942,2.3342670401493932,50.10504201680673,2.016806722689075,65.26610644257703,,No role assigned,discipline_risk_index,65.26610644257703,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Getafe,David Soria,ESP,GK,30.0,3413,37.9,,,,,,,50.364145658263304,53.28353563647681,66.46658663465385,42.044794290208586,81.25583566760038,50.10504201680673,96.30252100840336,32.14285714285714,,No role assigned,availability_index_role,96.30252100840336,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ESP-La Liga,2324,Getafe,Diego Rico,ESP,DF,30.0,2535,28.2,Aggressive Defender,Aerial Defender,11.8,88.2,35.0,23.2,28.16596157878872,95.05415162454875,88.12790097988655,33.95534099863336,82.13598074608906,72.45487364620939,82.83754512635377,32.72563176895307,68.30692903495789,High,chance_creation_index,95.05415162454875,Rol explicado principalmente por: Ball Progression P88 · Availability P83 · Passing Security P34
ESP-La Liga,2324,Getafe,Djené,TOG,"DF,MF",31.0,2484,27.6,Ball Winner,Attacking Progressor,28.7,71.3,59.2,30.5,27.616891774047176,43.60929557007988,74.13632119514473,61.76233245321675,85.18518518518519,55.14705882352941,92.41830065359478,4.084967320261434,76.10565143398543,High,availability_index_role,92.41830065359478,Rol explicado principalmente por: Availability P92 · Ball Progression P74 · Passing Security P62
ESP-La Liga,2324,Getafe,Domingos Duarte,POR,DF,28.0,907,10.1,Ball-Playing Centre-Back,Aerial Defender,6.7,93.3,55.1,48.4,41.678749329508264,29.77135980746089,37.674058793192366,39.38432272851464,30.872442839951862,43.35740072202166,35.15523465703971,17.83393501805054,35.77151475467464,High,crossing_width_index,43.35740072202166,Rol explicado principalmente por: Passing Security P39 · Ball Progression P38 · Availability P35
ESP-La Liga,2324,Getafe,Enes Ünal,TUR,"FW,MF",26.0,140,1.6,,,,,,,27.0000360897914,46.7880085653105,10.079535026001835,25.43945653703446,9.867951463240543,21.78800856531049,11.991434689507495,71.09207708779444,,No role assigned,discipline_risk_index,71.09207708779444,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
